No,DateTime,Device Name,Location,Energy Consumption (kWh)
985,28/10/25,GG_L4_WB_AHU,WB-AHU,635798.42
1005,28/10/25,GG_L4_WT_AHU,WT-AHU,538016.82
993,28/10/25,GG_L5_WB_AHU,WB-AHU,438712.98
1003,28/10/25,GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,1340252.53
994,28/10/25,GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,776000.75
1021,28/10/25,GG_L6_WB_AHU,WB-AHU,467639.76
1076,29/10/25,GG_L1_DWS-SDP LP,DWS-Gudang,430983.62
1069,29/10/25,GG_L1_DWS-SDP STK,DWS-Gudang,622394.29
1099,29/10/25,GG_L1_PED-SDP LP,BPP-SDP.AHU,1344339.69
1081,29/10/25,GG_L1_PED-SDP STK,BPP-SDP.AHU,845842.8
1075,29/10/25,GG_L1_WB-DWS_AHU,WB DWS-AHU,826070.08
1059,29/10/25,GG_L1_WT-B2B_AHU,WT B2B-AHU,176172.16
1062,29/10/25,GG_L1_WT-BPP_AHU,WT BPP-AHU,418131.4
1096,29/10/25,GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,7725323.41
1092,29/10/25,GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,1188992.36
1100,29/10/25,GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,2012409.47
1086,29/10/25,GG_L2_R Panel-SDP DB LED,R Panel,2972124.18
1073,29/10/25,GG_L2_R Panel-SDP DB UPS,R Panel,5517702.22
1047,29/10/25,GG_L2_R Panel-SDP PP,R Panel,2829064.14
1068,29/10/25,GG_L3_DSO-SDP Server,DSO-R Monitoring,968052.54
1078,29/10/25,GG_L3_DSO-SDP-LP-STK,DSO-R Panel,1847053.64
1080,29/10/25,GG_L3_WB_AHU,WB-AHU,458952.33
1067,29/10/25,GG_L3_WT_AHU,WT-AHU,492372
1094,29/10/25,GG_L4_WB_AHU,WB-AHU,695561.18
1055,29/10/25,GG_L4_WT_AHU,WT-AHU,539830.93
1101,29/10/25,GG_L5_WB_AHU,WB-AHU,440246.96
1066,29/10/25,GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,1288316.61
1057,29/10/25,GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,779235.6
1085,29/10/25,GG_L6_WB_AHU,WB-AHU,469208.15
1143,30/10/25,GG_L1_DWS-SDP LP,DWS-Gudang,432700.28
1138,30/10/25,GG_L1_DWS-SDP STK,DWS-Gudang,624689.13
1109,30/10/25,GG_L1_PED-SDP LP,BPP-SDP.AHU,1237669.3
1148,30/10/25,GG_L1_PED-SDP STK,BPP-SDP.AHU,848591.05
1156,30/10/25,GG_L1_WB-DWS_AHU,WB DWS-AHU,794206.45
1128,30/10/25,GG_L1_WT-B2B_AHU,WT B2B-AHU,300371.19
1144,30/10/25,GG_L1_WT-BPP_AHU,WT BPP-AHU,419456.77
1162,30/10/25,GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,7735860.86
1159,30/10/25,GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,1489208
1110,30/10/25,GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,2217991.02
1153,30/10/25,GG_L2_R Panel-SDP DB LED,R Panel,2980515.06
1141,30/10/25,GG_L2_R Panel-SDP DB UPS,R Panel,6078166.14
1116,30/10/25,GG_L2_R Panel-SDP PP,R Panel,2718816.63
1136,30/10/25,GG_L3_DSO-SDP Server,DSO-R Monitoring,970114.67
1146,30/10/25,GG_L3_DSO-SDP-LP-STK,DSO-R Panel,1776205.27
1161,30/10/25,GG_L3_WB_AHU,WB-AHU,480766.36
1149,30/10/25,GG_L3_WT_AHU,WT-AHU,493712.65
1117,30/10/25,GG_L4_WB_AHU,WB-AHU,697568.28
1137,30/10/25,GG_L4_WT_AHU,WT-AHU,541665.48
1125,30/10/25,GG_L5_WB_AHU,WB-AHU,441813.77
1135,30/10/25,GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,1291897.49
1126,30/10/25,GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,781818.78
1151,30/10/25,GG_L6_WB_AHU,WB-AHU,451288.16
1207,31/10/25,GG_L1_DWS-SDP LP,DWS-Gudang,434253.02
1200,31/10/25,GG_L1_DWS-SDP STK,DWS-Gudang,626841.46
1171,31/10/25,GG_L1_PED-SDP LP,BPP-SDP.AHU,1242836.16
1211,31/10/25,GG_L1_PED-SDP STK,BPP-SDP.AHU,851549.6
1206,31/10/25,GG_L1_WB-DWS_AHU,WB DWS-AHU,831366.33
1190,31/10/25,GG_L1_WT-B2B_AHU,WT B2B-AHU,301064.95
1193,31/10/25,GG_L1_WT-BPP_AHU,WT BPP-AHU,420704.16
1227,31/10/25,GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,7743745.97
1223,31/10/25,GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,746569.19
1172,31/10/25,GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,1011675.14
1217,31/10/25,GG_L2_R Panel-SDP DB LED,R Panel,2989004.4
1204,31/10/25,GG_L2_R Panel-SDP DB UPS,R Panel,6640843.45
1178,31/10/25,GG_L2_R Panel-SDP PP,R Panel,2845324.55
1199,31/10/25,GG_L3_DSO-SDP Server,DSO-R Monitoring,972179.15
1209,31/10/25,GG_L3_DSO-SDP-LP-STK,DSO-R Panel,1859813.41
1212,31/10/25,GG_L3_WB_AHU,WB-AHU,482513.58
1198,31/10/25,GG_L3_WT_AHU,WT-AHU,474808.95
1225,31/10/25,GG_L4_WB_AHU,WB-AHU,699685.05
1186,31/10/25,GG_L4_WT_AHU,WT-AHU,543459.76
1173,31/10/25,GG_L5_WB_AHU,WB-AHU,443358.38
1197,31/10/25,GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,1295604.87
1188,31/10/25,GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,784540.96
1216,31/10/25,GG_L6_WB_AHU,WB-AHU,472526.34
