No,DateTime,Device Name,Location,Energy Consumption (kWh)
522,"00, 03/10/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,32367.68
539,"00, 03/10/25",GG_L1_WT-B2B_AHU,WT B2B-AHU,16541.7
521,"00, 03/10/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,16397.62
537,"00, 03/10/25",GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,136917.95
533,"00, 03/10/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,186050.81
545,"00, 03/10/25",GG_L2_R Panel-SDP PP,R Panel,109013
527,"00, 03/10/25",GG_L3_WB_AHU,WB-AHU,18501.27
526,"00, 03/10/25",GG_L3_WT_AHU,WT-AHU,19208.22
528,"00, 03/10/25",GG_L4_WB_AHU,WB-AHU,27406.9
525,"00, 03/10/25",GG_L4_WT_AHU,WT-AHU,20976.66
524,"00, 03/10/25",GG_L5_WB_AHU,WB-AHU,17185.82
535,"00, 03/10/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,52289.88
541,"00, 03/10/25",GG_L6_WB_AHU,WB-AHU,18250.98
1217,"00, 04/10/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,32484.3
1216,"00, 04/10/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,16456.04
1239,"00, 04/10/25",GG_L2_R Panel-SDP PP,R Panel,109344.49
1222,"00, 04/10/25",GG_L3_WB_AHU,WB-AHU,18577.86
1221,"00, 04/10/25",GG_L3_WT_AHU,WT-AHU,19283.12
1223,"00, 04/10/25",GG_L4_WB_AHU,WB-AHU,27496.76
1220,"00, 04/10/25",GG_L4_WT_AHU,WT-AHU,21055.56
1219,"00, 04/10/25",GG_L5_WB_AHU,WB-AHU,17250.22
1230,"00, 04/10/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,52452.4
1235,"00, 04/10/25",GG_L6_WB_AHU,WB-AHU,18313.1
1895,"00, 05/10/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,32484.3
1894,"00, 05/10/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,16456.04
1910,"00, 05/10/25",GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,137527.16
1918,"00, 05/10/25",GG_L2_R Panel-SDP PP,R Panel,109681.29
1900,"00, 05/10/25",GG_L3_WB_AHU,WB-AHU,18579.04
1899,"00, 05/10/25",GG_L3_WT_AHU,WT-AHU,19283.12
1901,"00, 05/10/25",GG_L4_WB_AHU,WB-AHU,27496.76
1898,"00, 05/10/25",GG_L4_WT_AHU,WT-AHU,21055.56
1897,"00, 05/10/25",GG_L5_WB_AHU,WB-AHU,17250.22
1908,"00, 05/10/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,52549.88
1914,"00, 05/10/25",GG_L6_WB_AHU,WB-AHU,18313.1
2586,"00, 06/10/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,32484.3
2603,"00, 06/10/25",GG_L1_WT-B2B_AHU,WT B2B-AHU,16600.78
2585,"00, 06/10/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,16456.04
2601,"00, 06/10/25",GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,137833.69
2609,"00, 06/10/25",GG_L2_R Panel-SDP PP,R Panel,110015.82
2591,"00, 06/10/25",GG_L3_WB_AHU,WB-AHU,18580.26
2590,"00, 06/10/25",GG_L3_WT_AHU,WT-AHU,19283.12
2592,"00, 06/10/25",GG_L4_WB_AHU,WB-AHU,27496.76
2589,"00, 06/10/25",GG_L4_WT_AHU,WT-AHU,21055.56
2588,"00, 06/10/25",GG_L5_WB_AHU,WB-AHU,17250.22
2599,"00, 06/10/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,52633.02
2605,"00, 06/10/25",GG_L6_WB_AHU,WB-AHU,18313.1
3288,"00, 07/10/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,32601.44
3287,"00, 07/10/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,16516.14
3299,"00, 07/10/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,188078.92
3311,"00, 07/10/25",GG_L2_R Panel-SDP PP,R Panel,110344.23
3293,"00, 07/10/25",GG_L3_WB_AHU,WB-AHU,18664.52
3292,"00, 07/10/25",GG_L3_WT_AHU,WT-AHU,19356.76
3294,"00, 07/10/25",GG_L4_WB_AHU,WB-AHU,27584.68
3291,"00, 07/10/25",GG_L4_WT_AHU,WT-AHU,21133.06
3290,"00, 07/10/25",GG_L5_WB_AHU,WB-AHU,17317.08
3301,"00, 07/10/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,52792.86
3307,"00, 07/10/25",GG_L6_WB_AHU,WB-AHU,18380.7
3989,"00, 08/10/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,32713.1
3988,"00, 08/10/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,16572.4
4004,"00, 08/10/25",GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,138732.84
4000,"00, 08/10/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,188409.86
4012,"00, 08/10/25",GG_L2_R Panel-SDP PP,R Panel,110677.91
3994,"00, 08/10/25",GG_L3_WB_AHU,WB-AHU,18746.86
3993,"00, 08/10/25",GG_L3_WT_AHU,WT-AHU,19427.68
3995,"00, 08/10/25",GG_L4_WB_AHU,WB-AHU,27659.82
3992,"00, 08/10/25",GG_L4_WT_AHU,WT-AHU,21261.48
3991,"00, 08/10/25",GG_L5_WB_AHU,WB-AHU,17380.22
4002,"00, 08/10/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,52958.48
4008,"00, 08/10/25",GG_L6_WB_AHU,WB-AHU,18496.17
4692,"00, 09/10/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,32822.36
4691,"00, 09/10/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,16627.32
4707,"00, 09/10/25",GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,139233.3
4715,"00, 09/10/25",GG_L2_R Panel-SDP PP,R Panel,111012.63
4697,"00, 09/10/25",GG_L3_WB_AHU,WB-AHU,18823.09
4696,"00, 09/10/25",GG_L3_WT_AHU,WT-AHU,19498.78
4698,"00, 09/10/25",GG_L4_WB_AHU,WB-AHU,27743.68
4695,"00, 09/10/25",GG_L4_WT_AHU,WT-AHU,21383.28
4694,"00, 09/10/25",GG_L5_WB_AHU,WB-AHU,17440.68
4705,"00, 09/10/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,53126.88
4711,"00, 09/10/25",GG_L6_WB_AHU,WB-AHU,18593.28
5393,"00, 10/10/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,32927
5410,"00, 10/10/25",GG_L1_WT-B2B_AHU,WT B2B-AHU,16821.86
5392,"00, 10/10/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,16680.34
5404,"00, 10/10/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,189333.06
5416,"00, 10/10/25",GG_L2_R Panel-SDP PP,R Panel,111347.51
5398,"00, 10/10/25",GG_L3_WB_AHU,WB-AHU,18897.84
5397,"00, 10/10/25",GG_L3_WT_AHU,WT-AHU,19567.1
5399,"00, 10/10/25",GG_L4_WB_AHU,WB-AHU,27828.86
5396,"00, 10/10/25",GG_L4_WT_AHU,WT-AHU,21460.54
5395,"00, 10/10/25",GG_L5_WB_AHU,WB-AHU,17499.04
5406,"00, 10/10/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,53290.31
5412,"00, 10/10/25",GG_L6_WB_AHU,WB-AHU,18660.58
6088,"00, 11/10/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,33036.28
6087,"00, 11/10/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,16735.44
6103,"00, 11/10/25",GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,140176.91
6099,"00, 11/10/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,189793.72
6111,"00, 11/10/25",GG_L2_R Panel-SDP PP,R Panel,111683.72
6093,"00, 11/10/25",GG_L3_WB_AHU,WB-AHU,18975.93
6092,"00, 11/10/25",GG_L3_WT_AHU,WT-AHU,19639.28
6094,"00, 11/10/25",GG_L4_WB_AHU,WB-AHU,27914.32
6091,"00, 11/10/25",GG_L4_WT_AHU,WT-AHU,21537.12
6090,"00, 11/10/25",GG_L5_WB_AHU,WB-AHU,17561.48
6101,"00, 11/10/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,53445.07
6107,"00, 11/10/25",GG_L6_WB_AHU,WB-AHU,18728.74
6770,"00, 12/10/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,33036.28
6769,"00, 12/10/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,16735.44
6785,"00, 12/10/25",GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,140530.94
6793,"00, 12/10/25",GG_L2_R Panel-SDP PP,R Panel,112016.4
6775,"00, 12/10/25",GG_L3_WB_AHU,WB-AHU,18977.11
6774,"00, 12/10/25",GG_L3_WT_AHU,WT-AHU,19639.28
6776,"00, 12/10/25",GG_L4_WB_AHU,WB-AHU,27914.32
6773,"00, 12/10/25",GG_L4_WT_AHU,WT-AHU,21537.12
6772,"00, 12/10/25",GG_L5_WB_AHU,WB-AHU,17561.48
6789,"00, 12/10/25",GG_L6_WB_AHU,WB-AHU,18732.3
7451,"00, 13/10/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,33036.28
7450,"00, 13/10/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,16735.44
7465,"00, 13/10/25",GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,140886.36
7461,"00, 13/10/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,191971.62
7473,"00, 13/10/25",GG_L2_R Panel-SDP PP,R Panel,112347.31
7456,"00, 13/10/25",GG_L3_WB_AHU,WB-AHU,18978.3
7455,"00, 13/10/25",GG_L3_WT_AHU,WT-AHU,19639.28
7457,"00, 13/10/25",GG_L4_WB_AHU,WB-AHU,27914.32
7454,"00, 13/10/25",GG_L4_WT_AHU,WT-AHU,21537.12
7453,"00, 13/10/25",GG_L5_WB_AHU,WB-AHU,17561.48
7463,"00, 13/10/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,53633.57
7469,"00, 13/10/25",GG_L6_WB_AHU,WB-AHU,18732.3
8149,"00, 14/10/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,33151.34
8148,"00, 14/10/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,16794
8159,"00, 14/10/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,192643.38
8171,"00, 14/10/25",GG_L2_R Panel-SDP PP,R Panel,112681.35
8154,"00, 14/10/25",GG_L3_WB_AHU,WB-AHU,19068.88
8153,"00, 14/10/25",GG_L3_WT_AHU,WT-AHU,19713.14
8155,"00, 14/10/25",GG_L4_WB_AHU,WB-AHU,28002.24
8152,"00, 14/10/25",GG_L4_WT_AHU,WT-AHU,21616.5
8151,"00, 14/10/25",GG_L5_WB_AHU,WB-AHU,17626.38
8161,"00, 14/10/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,53797.25
8167,"00, 14/10/25",GG_L6_WB_AHU,WB-AHU,18799.24
8740,"00, 20/10/25",GG_L1_DWS-SDP LP,DWS-Gudang,17466.2
8735,"00, 20/10/25",GG_L1_DWS-SDP STK,DWS-Gudang,25200.7
8751,"00, 20/10/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,54564.8
8745,"00, 20/10/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,34289.63
8708,"00, 20/10/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,33586.56
8707,"00, 20/10/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,17011.02
8737,"00, 20/10/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,315175.95
8719,"00, 20/10/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,196413.77
8750,"00, 20/10/25",GG_L2_R Panel-SDP DB LED,R Panel,120644.07
8749,"00, 20/10/25",GG_L2_R Panel-SDP DB UPS,R Panel,268915.78
8747,"00, 20/10/25",GG_L2_R Panel-SDP PP,R Panel,114687.44
8744,"00, 20/10/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,39536.3
8754,"00, 20/10/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,74596.66
8713,"00, 20/10/25",GG_L3_WB_AHU,WB-AHU,19380.92
8712,"00, 20/10/25",GG_L3_WT_AHU,WT-AHU,19994.08
8714,"00, 20/10/25",GG_L4_WB_AHU,WB-AHU,28345.42
8711,"00, 20/10/25",GG_L4_WT_AHU,WT-AHU,21921.62
8710,"00, 20/10/25",GG_L5_WB_AHU,WB-AHU,17875.16
8721,"00, 20/10/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,54638.22
8727,"00, 20/10/25",GG_L6_WB_AHU,WB-AHU,19059.74
10089,"00, 21/10/25",GG_L1_DWS-SDP LP,DWS-Gudang,17529.93
10084,"00, 21/10/25",GG_L1_DWS-SDP STK,DWS-Gudang,25290.11
10094,"00, 21/10/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,34410.89
10057,"00, 21/10/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,33698.32
10056,"00, 21/10/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,17067.06
10086,"00, 21/10/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,315700.58
10072,"00, 21/10/25",GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,145000.05
10099,"00, 21/10/25",GG_L2_R Panel-SDP DB LED,R Panel,120983.54
10096,"00, 21/10/25",GG_L2_R Panel-SDP PP,R Panel,115033.63
10093,"00, 21/10/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,39619.98
10103,"00, 21/10/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,74852.56
10062,"00, 21/10/25",GG_L3_WB_AHU,WB-AHU,19461.08
10061,"00, 21/10/25",GG_L3_WT_AHU,WT-AHU,20067.06
10063,"00, 21/10/25",GG_L4_WB_AHU,WB-AHU,28431.74
10060,"00, 21/10/25",GG_L4_WT_AHU,WT-AHU,21998.82
10059,"00, 21/10/25",GG_L5_WB_AHU,WB-AHU,17936.46
10070,"00, 21/10/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,54793.84
10076,"00, 21/10/25",GG_L6_WB_AHU,WB-AHU,19128.26
11502,"00, 22/10/25",GG_L1_DWS-SDP LP,DWS-Gudang,17586.26
11497,"00, 22/10/25",GG_L1_DWS-SDP STK,DWS-Gudang,25391.78
11513,"00, 22/10/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,54955.62
11507,"00, 22/10/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,34529.93
11487,"00, 22/10/25",GG_L1_WT-B2B_AHU,WT B2B-AHU,17261.08
11470,"00, 22/10/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,17119.38
11499,"00, 22/10/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,316773.94
11512,"00, 22/10/25",GG_L2_R Panel-SDP DB LED,R Panel,121324.69
11511,"00, 22/10/25",GG_L2_R Panel-SDP DB UPS,R Panel,270486.03
11509,"00, 22/10/25",GG_L2_R Panel-SDP PP,R Panel,115377.8
11506,"00, 22/10/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,39704.54
11516,"00, 22/10/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,75121.47
11476,"00, 22/10/25",GG_L3_WB_AHU,WB-AHU,19533.16
11475,"00, 22/10/25",GG_L3_WT_AHU,WT-AHU,20138.94
11477,"00, 22/10/25",GG_L4_WB_AHU,WB-AHU,28517.16
11474,"00, 22/10/25",GG_L4_WT_AHU,WT-AHU,22074.76
11473,"00, 22/10/25",GG_L5_WB_AHU,WB-AHU,17995.18
11483,"00, 22/10/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,54965.76
11489,"00, 22/10/25",GG_L6_WB_AHU,WB-AHU,19199.28
12923,"00, 23/10/25",GG_L1_DWS-SDP LP,DWS-Gudang,17651.61
12918,"00, 23/10/25",GG_L1_DWS-SDP STK,DWS-Gudang,25474.76
12934,"00, 23/10/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,55189.47
12928,"00, 23/10/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,34648.32
12891,"00, 23/10/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,33916.32
12890,"00, 23/10/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,17174.36
12920,"00, 23/10/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,317391.47
12906,"00, 23/10/25",GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,146151.56
12933,"00, 23/10/25",GG_L2_R Panel-SDP DB LED,R Panel,121665.26
12932,"00, 23/10/25",GG_L2_R Panel-SDP DB UPS,R Panel,271267
12930,"00, 23/10/25",GG_L2_R Panel-SDP PP,R Panel,115720.35
12927,"00, 23/10/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,39789.09
12937,"00, 23/10/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,75401.16
12896,"00, 23/10/25",GG_L3_WB_AHU,WB-AHU,19606.96
12895,"00, 23/10/25",GG_L3_WT_AHU,WT-AHU,20211.6
12897,"00, 23/10/25",GG_L4_WB_AHU,WB-AHU,28603.84
12894,"00, 23/10/25",GG_L4_WT_AHU,WT-AHU,22151.54
12893,"00, 23/10/25",GG_L5_WB_AHU,WB-AHU,18057.48
12904,"00, 23/10/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,55132.99
12910,"00, 23/10/25",GG_L6_WB_AHU,WB-AHU,19253.42
14328,"00, 24/10/25",GG_L1_DWS-SDP LP,DWS-Gudang,17714.09
14323,"00, 24/10/25",GG_L1_DWS-SDP STK,DWS-Gudang,25561.27
14339,"00, 24/10/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,55404.99
14333,"00, 24/10/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,34785.58
14296,"00, 24/10/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,34026.26
14295,"00, 24/10/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,17228.72
14325,"00, 24/10/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,318215.08
14311,"00, 24/10/25",GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,146559.8
14338,"00, 24/10/25",GG_L2_R Panel-SDP DB LED,R Panel,122016.51
14337,"00, 24/10/25",GG_L2_R Panel-SDP DB UPS,R Panel,272040.5
14335,"00, 24/10/25",GG_L2_R Panel-SDP PP,R Panel,116058.53
14332,"00, 24/10/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,39873.25
14342,"00, 24/10/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,75668.07
14301,"00, 24/10/25",GG_L3_WB_AHU,WB-AHU,19682.45
14300,"00, 24/10/25",GG_L3_WT_AHU,WT-AHU,20270.58
14302,"00, 24/10/25",GG_L4_WB_AHU,WB-AHU,28683.98
14299,"00, 24/10/25",GG_L4_WT_AHU,WT-AHU,22227.36
14298,"00, 24/10/25",GG_L5_WB_AHU,WB-AHU,18121.04
14309,"00, 24/10/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,55293.55
14315,"00, 24/10/25",GG_L6_WB_AHU,WB-AHU,19320.54
15681,"00, 25/10/25",GG_L1_DWS-SDP LP,DWS-Gudang,17777.66
15676,"00, 25/10/25",GG_L1_DWS-SDP STK,DWS-Gudang,25648.52
15692,"00, 25/10/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,55551.54
15686,"00, 25/10/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,34885.78
15649,"00, 25/10/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,34138.96
15648,"00, 25/10/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,17283.88
15678,"00, 25/10/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,318880.7
15660,"00, 25/10/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,198341.06
15691,"00, 25/10/25",GG_L2_R Panel-SDP DB LED,R Panel,122361.7
15690,"00, 25/10/25",GG_L2_R Panel-SDP DB UPS,R Panel,272803.56
15688,"00, 25/10/25",GG_L2_R Panel-SDP PP,R Panel,116387.74
15685,"00, 25/10/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,39957.49
15695,"00, 25/10/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,75944.15
15654,"00, 25/10/25",GG_L3_WB_AHU,WB-AHU,19759.12
15653,"00, 25/10/25",GG_L3_WT_AHU,WT-AHU,20343.4
15655,"00, 25/10/25",GG_L4_WB_AHU,WB-AHU,28770.38
15652,"00, 25/10/25",GG_L4_WT_AHU,WT-AHU,22303.48
15651,"00, 25/10/25",GG_L5_WB_AHU,WB-AHU,18186.08
15662,"00, 25/10/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,55454.44
15668,"00, 25/10/25",GG_L6_WB_AHU,WB-AHU,19388.92
17084,"00, 26/10/25",GG_L1_DWS-SDP LP,DWS-Gudang,17808.1
17079,"00, 26/10/25",GG_L1_DWS-SDP STK,DWS-Gudang,25677.92
17095,"00, 26/10/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,55580.18
17089,"00, 26/10/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,34934.69
17053,"00, 26/10/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,34138.96
17052,"00, 26/10/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,17283.88
17081,"00, 26/10/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,319817.42
17067,"00, 26/10/25",GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,147355.66
17063,"00, 26/10/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,199113.81
17094,"00, 26/10/25",GG_L2_R Panel-SDP DB LED,R Panel,122673.45
17093,"00, 26/10/25",GG_L2_R Panel-SDP DB UPS,R Panel,273565.84
17091,"00, 26/10/25",GG_L2_R Panel-SDP PP,R Panel,116729.68
17088,"00, 26/10/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,40042.31
17098,"00, 26/10/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,76127.44
17058,"00, 26/10/25",GG_L3_WB_AHU,WB-AHU,19760.29
17057,"00, 26/10/25",GG_L3_WT_AHU,WT-AHU,20343.4
17059,"00, 26/10/25",GG_L4_WB_AHU,WB-AHU,28770.38
17056,"00, 26/10/25",GG_L4_WT_AHU,WT-AHU,22303.48
17055,"00, 26/10/25",GG_L5_WB_AHU,WB-AHU,18186.08
17065,"00, 26/10/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,55536.63
17071,"00, 26/10/25",GG_L6_WB_AHU,WB-AHU,19388.92
18471,"00, 27/10/25",GG_L1_DWS-SDP LP,DWS-Gudang,17826.81
18466,"00, 27/10/25",GG_L1_DWS-SDP STK,DWS-Gudang,25702.86
18482,"00, 27/10/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,55603.33
18476,"00, 27/10/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,34984.36
18439,"00, 27/10/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,34138.96
18438,"00, 27/10/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,17283.88
18468,"00, 27/10/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,320710.09
18450,"00, 27/10/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,200065.22
18481,"00, 27/10/25",GG_L2_R Panel-SDP DB LED,R Panel,122986.35
18480,"00, 27/10/25",GG_L2_R Panel-SDP DB UPS,R Panel,274318.75
18478,"00, 27/10/25",GG_L2_R Panel-SDP PP,R Panel,117068.1
18475,"00, 27/10/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,40126.25
18485,"00, 27/10/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,76268.43
18444,"00, 27/10/25",GG_L3_WB_AHU,WB-AHU,19761.47
18443,"00, 27/10/25",GG_L3_WT_AHU,WT-AHU,20343.4
18445,"00, 27/10/25",GG_L4_WB_AHU,WB-AHU,28770.38
18442,"00, 27/10/25",GG_L4_WT_AHU,WT-AHU,22303.48
18441,"00, 27/10/25",GG_L5_WB_AHU,WB-AHU,18186.08
18452,"00, 27/10/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,55616.77
18458,"00, 27/10/25",GG_L6_WB_AHU,WB-AHU,19388.92
19879,"00, 28/10/25",GG_L1_DWS-SDP LP,DWS-Gudang,17875.96
19874,"00, 28/10/25",GG_L1_DWS-SDP STK,DWS-Gudang,25795
19890,"00, 28/10/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,55751.22
19884,"00, 28/10/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,35087.72
19848,"00, 28/10/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,34251.28
19864,"00, 28/10/25",GG_L1_WT-B2B_AHU,WT B2B-AHU,17523.72
19847,"00, 28/10/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,17339.6
19876,"00, 28/10/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,321224.88
19858,"00, 28/10/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,200696.34
19889,"00, 28/10/25",GG_L2_R Panel-SDP DB LED,R Panel,123334.4
19888,"00, 28/10/25",GG_L2_R Panel-SDP DB UPS,R Panel,275110.88
19886,"00, 28/10/25",GG_L2_R Panel-SDP PP,R Panel,117404.93
19883,"00, 28/10/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,40210.22
19893,"00, 28/10/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,76547.72
19853,"00, 28/10/25",GG_L3_WB_AHU,WB-AHU,19838.66
19852,"00, 28/10/25",GG_L3_WT_AHU,WT-AHU,20416.94
19854,"00, 28/10/25",GG_L4_WB_AHU,WB-AHU,28858.08
19851,"00, 28/10/25",GG_L4_WT_AHU,WT-AHU,22380.84
19850,"00, 28/10/25",GG_L5_WB_AHU,WB-AHU,18248.48
19860,"00, 28/10/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,55773.21
19866,"00, 28/10/25",GG_L6_WB_AHU,WB-AHU,19457.7
21290,"00, 29/10/25",GG_L1_DWS-SDP LP,DWS-Gudang,17927.67
21285,"00, 29/10/25",GG_L1_DWS-SDP STK,DWS-Gudang,25889.18
21301,"00, 29/10/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,55915.24
21295,"00, 29/10/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,35195.16
21258,"00, 29/10/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,34360.08
21257,"00, 29/10/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,17393.04
21287,"00, 29/10/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,321721.73
21273,"00, 29/10/25",GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,148439.7
21300,"00, 29/10/25",GG_L2_R Panel-SDP DB LED,R Panel,123675.62
21299,"00, 29/10/25",GG_L2_R Panel-SDP DB UPS,R Panel,275678.67
