No,DateTime,Device Name,Location,Energy Consumption (kWh)
3218,"05, 17/12/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,62271.84
3220,"05, 17/12/25",GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,
3222,"05, 17/12/25",GG_L1_WT-B2B_AHU,WT B2B-AHU,
3224,"05, 17/12/25",GG_L6_WB_AHU,WB-AHU,21867.24
3231,"05, 17/12/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,36301.89
3232,"05, 17/12/25",GG_L1_DWS-SDP STK,DWS-Gudang,29077.84
3234,"05, 17/12/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,
3237,"05, 17/12/25",GG_L1_DWS-SDP LP,DWS-Gudang,20153
3241,"05, 17/12/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,
3242,"05, 17/12/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,39816.12
3244,"05, 17/12/25",GG_L2_R Panel-SDP PP,R Panel,
3246,"05, 17/12/25",GG_L2_R Panel-SDP DB UPS,R Panel,313922.53
3247,"05, 17/12/25",GG_L2_R Panel-SDP DB LED,R Panel,139289.95
3248,"05, 17/12/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,
3251,"05, 17/12/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,
3263,"06, 17/12/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,19337.48
3264,"06, 17/12/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,38603.1
3266,"06, 17/12/25",GG_L5_WB_AHU,WB-AHU,20541.47
3267,"06, 17/12/25",GG_L4_WT_AHU,WT-AHU,25025.93
3268,"06, 17/12/25",GG_L3_WT_AHU,WT-AHU,22938.56
3269,"06, 17/12/25",GG_L3_WB_AHU,WB-AHU,22601.05
3270,"06, 17/12/25",GG_L4_WB_AHU,WB-AHU,32246.7
3276,"06, 17/12/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,62282.66
3278,"06, 17/12/25",GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,
3281,"06, 17/12/25",GG_L6_WB_AHU,WB-AHU,21871.18
3288,"06, 17/12/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,36304.63
3289,"06, 17/12/25",GG_L1_DWS-SDP STK,DWS-Gudang,29080.32
3291,"06, 17/12/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,364272.7
3295,"06, 17/12/25",GG_L1_DWS-SDP LP,DWS-Gudang,20154.92
3300,"06, 17/12/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,44579.44
3301,"06, 17/12/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,39818.67
3303,"06, 17/12/25",GG_L2_R Panel-SDP PP,R Panel,
3305,"06, 17/12/25",GG_L2_R Panel-SDP DB UPS,R Panel,313965.59
3306,"06, 17/12/25",GG_L2_R Panel-SDP DB LED,R Panel,139299.14
3307,"06, 17/12/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,62338.57
3310,"06, 17/12/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,88803.68
3323,"07, 17/12/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,19339.3
3324,"07, 17/12/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,38605.4
3326,"07, 17/12/25",GG_L5_WB_AHU,WB-AHU,20548.44
3327,"07, 17/12/25",GG_L4_WT_AHU,WT-AHU,25031.49
3328,"07, 17/12/25",GG_L3_WT_AHU,WT-AHU,22944.71
3329,"07, 17/12/25",GG_L3_WB_AHU,WB-AHU,22607.1
3330,"07, 17/12/25",GG_L4_WB_AHU,WB-AHU,32250.27
3335,"07, 17/12/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,225115.62
3337,"07, 17/12/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,62285.45
3339,"07, 17/12/25",GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,
3341,"07, 17/12/25",GG_L1_WT-B2B_AHU,WT B2B-AHU,
3343,"07, 17/12/25",GG_L6_WB_AHU,WB-AHU,21876.29
3350,"07, 17/12/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,36310.81
3351,"07, 17/12/25",GG_L1_DWS-SDP STK,DWS-Gudang,29085.12
3353,"07, 17/12/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,364287.88
3356,"07, 17/12/25",GG_L1_DWS-SDP LP,DWS-Gudang,20157.53
3360,"07, 17/12/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,44584
3361,"07, 17/12/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,39823.6
3363,"07, 17/12/25",GG_L2_R Panel-SDP PP,R Panel,134249.4
3365,"07, 17/12/25",GG_L2_R Panel-SDP DB UPS,R Panel,
3366,"07, 17/12/25",GG_L2_R Panel-SDP DB LED,R Panel,139317.02
3367,"07, 17/12/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,62342.59
3370,"07, 17/12/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,88813.04
3382,"08, 17/12/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,
3383,"08, 17/12/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,38620.46
3385,"08, 17/12/25",GG_L5_WB_AHU,WB-AHU,20550.43
3386,"08, 17/12/25",GG_L4_WT_AHU,WT-AHU,
3387,"08, 17/12/25",GG_L3_WT_AHU,WT-AHU,22950.6
3388,"08, 17/12/25",GG_L3_WB_AHU,WB-AHU,22614.91
3389,"08, 17/12/25",GG_L4_WB_AHU,WB-AHU,32258.37
3395,"08, 17/12/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,62292
3398,"08, 17/12/25",GG_L1_WT-B2B_AHU,WT B2B-AHU,
3400,"08, 17/12/25",GG_L6_WB_AHU,WB-AHU,21881.6
3407,"08, 17/12/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,36315.07
3408,"08, 17/12/25",GG_L1_DWS-SDP STK,DWS-Gudang,29090.89
3410,"08, 17/12/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,364330.69
3413,"08, 17/12/25",GG_L1_DWS-SDP LP,DWS-Gudang,20160.23
3417,"08, 17/12/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,44588.26
3418,"08, 17/12/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,39829.37
3420,"08, 17/12/25",GG_L2_R Panel-SDP PP,R Panel,134261.63
3421,"08, 17/12/25",GG_L2_R Panel-SDP DB UPS,R Panel,
3422,"08, 17/12/25",GG_L2_R Panel-SDP DB LED,R Panel,139327.9
3423,"08, 17/12/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,62348.92
3426,"08, 17/12/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,
3439,"09, 17/12/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,19349.96
3440,"09, 17/12/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,
3442,"09, 17/12/25",GG_L5_WB_AHU,WB-AHU,
3443,"09, 17/12/25",GG_L4_WT_AHU,WT-AHU,25048.01
3444,"09, 17/12/25",GG_L3_WT_AHU,WT-AHU,22959.38
3445,"09, 17/12/25",GG_L3_WB_AHU,WB-AHU,22620.71
3446,"09, 17/12/25",GG_L4_WB_AHU,WB-AHU,32266.76
3451,"09, 17/12/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,
3453,"09, 17/12/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,62301.11
3456,"09, 17/12/25",GG_L1_WT-B2B_AHU,WT B2B-AHU,
3458,"09, 17/12/25",GG_L6_WB_AHU,WB-AHU,21889.08
3465,"09, 17/12/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,
3466,"09, 17/12/25",GG_L1_DWS-SDP STK,DWS-Gudang,29097.59
3468,"09, 17/12/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,364352.47
3471,"09, 17/12/25",GG_L1_DWS-SDP LP,DWS-Gudang,20163.64
3475,"09, 17/12/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,44590.85
3476,"09, 17/12/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,
3478,"09, 17/12/25",GG_L2_R Panel-SDP PP,R Panel,134277.42
3479,"09, 17/12/25",GG_L2_R Panel-SDP DB UPS,R Panel,314070.38
3480,"09, 17/12/25",GG_L2_R Panel-SDP DB LED,R Panel,
3481,"09, 17/12/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,62357.34
3483,"09, 17/12/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,
3494,"10, 17/12/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,19354.37
3495,"10, 17/12/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,38646.18
3497,"10, 17/12/25",GG_L5_WB_AHU,WB-AHU,20565.35
3498,"10, 17/12/25",GG_L4_WT_AHU,WT-AHU,25052.7
3499,"10, 17/12/25",GG_L3_WT_AHU,WT-AHU,22962.56
3500,"10, 17/12/25",GG_L3_WB_AHU,WB-AHU,22627.44
3501,"10, 17/12/25",GG_L4_WB_AHU,WB-AHU,32273.16
3507,"10, 17/12/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,62310.72
3510,"10, 17/12/25",GG_L1_WT-B2B_AHU,WT B2B-AHU,19629.5
3512,"10, 17/12/25",GG_L6_WB_AHU,WB-AHU,21895.74
3519,"10, 17/12/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,36326.38
3520,"10, 17/12/25",GG_L1_DWS-SDP STK,DWS-Gudang,29104.23
3522,"10, 17/12/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,364389.25
3525,"10, 17/12/25",GG_L1_DWS-SDP LP,DWS-Gudang,20167.46
3529,"10, 17/12/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,44595.58
3530,"10, 17/12/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,39840.99
3532,"10, 17/12/25",GG_L2_R Panel-SDP PP,R Panel,134296.66
3533,"10, 17/12/25",GG_L2_R Panel-SDP DB UPS,R Panel,314119.97
3534,"10, 17/12/25",GG_L2_R Panel-SDP DB LED,R Panel,139358.31
3535,"10, 17/12/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,62385.98
3538,"10, 17/12/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,88866.04
3550,"11, 17/12/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,
3551,"11, 17/12/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,38654.22
3553,"11, 17/12/25",GG_L5_WB_AHU,WB-AHU,20570.22
3554,"11, 17/12/25",GG_L4_WT_AHU,WT-AHU,25059.59
3555,"11, 17/12/25",GG_L3_WT_AHU,WT-AHU,22969.21
3556,"11, 17/12/25",GG_L3_WB_AHU,WB-AHU,22633.62
3557,"11, 17/12/25",GG_L4_WB_AHU,WB-AHU,32284.64
3562,"11, 17/12/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,
3564,"11, 17/12/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,62316.48
3566,"11, 17/12/25",GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,
3569,"11, 17/12/25",GG_L6_WB_AHU,WB-AHU,21900.52
3576,"11, 17/12/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,36335.18
3577,"11, 17/12/25",GG_L1_DWS-SDP STK,DWS-Gudang,29110.41
3579,"11, 17/12/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,364406.03
3582,"11, 17/12/25",GG_L1_DWS-SDP LP,DWS-Gudang,20170.38
3586,"11, 17/12/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,44597.26
3587,"11, 17/12/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,39847.35
3589,"11, 17/12/25",GG_L2_R Panel-SDP PP,R Panel,
3591,"11, 17/12/25",GG_L2_R Panel-SDP DB UPS,R Panel,
3592,"11, 17/12/25",GG_L2_R Panel-SDP DB LED,R Panel,139369.14
3593,"11, 17/12/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,62391.21
3596,"11, 17/12/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,
3609,"12, 17/12/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,19365.77
3610,"12, 17/12/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,38664.95
3612,"12, 17/12/25",GG_L5_WB_AHU,WB-AHU,20573.98
3613,"12, 17/12/25",GG_L4_WT_AHU,WT-AHU,
3614,"12, 17/12/25",GG_L3_WT_AHU,WT-AHU,22978.28
3615,"12, 17/12/25",GG_L3_WB_AHU,WB-AHU,22641.58
3616,"12, 17/12/25",GG_L4_WB_AHU,WB-AHU,
3621,"12, 17/12/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,
3623,"12, 17/12/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,62326.4
3625,"12, 17/12/25",GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,
3628,"12, 17/12/25",GG_L6_WB_AHU,WB-AHU,21905.83
3635,"12, 17/12/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,36338.11
3636,"12, 17/12/25",GG_L1_DWS-SDP STK,DWS-Gudang,29115.95
3638,"12, 17/12/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,364444.05
3641,"12, 17/12/25",GG_L1_DWS-SDP LP,DWS-Gudang,20173.08
3645,"12, 17/12/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,
3646,"12, 17/12/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,39852.95
3648,"12, 17/12/25",GG_L2_R Panel-SDP PP,R Panel,
3649,"12, 17/12/25",GG_L2_R Panel-SDP DB UPS,R Panel,
3650,"12, 17/12/25",GG_L2_R Panel-SDP DB LED,R Panel,139387.14
3651,"12, 17/12/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,62396.09
3654,"12, 17/12/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,88889.64
3667,"13, 17/12/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,19368.77
3668,"13, 17/12/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,38673.02
3670,"13, 17/12/25",GG_L5_WB_AHU,WB-AHU,
3671,"13, 17/12/25",GG_L4_WT_AHU,WT-AHU,25071.75
3672,"13, 17/12/25",GG_L3_WT_AHU,WT-AHU,22983.87
3673,"13, 17/12/25",GG_L3_WB_AHU,WB-AHU,22646.96
3674,"13, 17/12/25",GG_L4_WB_AHU,WB-AHU,32297.4
3679,"13, 17/12/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,225140.16
3681,"13, 17/12/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,62332.48
3683,"13, 17/12/25",GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,169849.38
3686,"13, 17/12/25",GG_L6_WB_AHU,WB-AHU,21912.68
3693,"13, 17/12/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,36346.84
3694,"13, 17/12/25",GG_L1_DWS-SDP STK,DWS-Gudang,29121.54
3696,"13, 17/12/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,364477.48
3699,"13, 17/12/25",GG_L1_DWS-SDP LP,DWS-Gudang,20176.07
3703,"13, 17/12/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,
3704,"13, 17/12/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,39858.6
3706,"13, 17/12/25",GG_L2_R Panel-SDP PP,R Panel,134355.66
3708,"13, 17/12/25",GG_L2_R Panel-SDP DB UPS,R Panel,314223.28
3709,"13, 17/12/25",GG_L2_R Panel-SDP DB LED,R Panel,
3710,"13, 17/12/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,62410.15
3712,"13, 17/12/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,88917.87
3724,"14, 17/12/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,19373.93
3725,"14, 17/12/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,38685.51
3727,"14, 17/12/25",GG_L5_WB_AHU,WB-AHU,20584.83
3728,"14, 17/12/25",GG_L4_WT_AHU,WT-AHU,25078.65
3729,"14, 17/12/25",GG_L3_WT_AHU,WT-AHU,22990.77
3730,"14, 17/12/25",GG_L3_WB_AHU,WB-AHU,22651.81
3731,"14, 17/12/25",GG_L4_WB_AHU,WB-AHU,32303.46
3737,"14, 17/12/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,62340.92
3741,"14, 17/12/25",GG_L6_WB_AHU,WB-AHU,21918.5
3748,"14, 17/12/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,36353.95
3749,"14, 17/12/25",GG_L1_DWS-SDP STK,DWS-Gudang,29128.42
3751,"14, 17/12/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,364497.36
3754,"14, 17/12/25",GG_L1_DWS-SDP LP,DWS-Gudang,20179.92
3758,"14, 17/12/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,44609.03
3759,"14, 17/12/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,39865.36
3761,"14, 17/12/25",GG_L2_R Panel-SDP PP,R Panel,
3762,"14, 17/12/25",GG_L2_R Panel-SDP DB UPS,R Panel,314245.08
3763,"14, 17/12/25",GG_L2_R Panel-SDP DB LED,R Panel,139418.32
3764,"14, 17/12/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,62424.01
3767,"14, 17/12/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,88930.39
3779,"15, 17/12/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,19378.51
3780,"15, 17/12/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,38696.24
3782,"15, 17/12/25",GG_L5_WB_AHU,WB-AHU,20590.38
3783,"15, 17/12/25",GG_L4_WT_AHU,WT-AHU,25085.54
3784,"15, 17/12/25",GG_L3_WT_AHU,WT-AHU,22995.57
3785,"15, 17/12/25",GG_L3_WB_AHU,WB-AHU,22657.18
3786,"15, 17/12/25",GG_L4_WB_AHU,WB-AHU,32311.4
3791,"15, 17/12/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,225146.19
3793,"15, 17/12/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,62347.8
3795,"15, 17/12/25",GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,169872.55
3798,"15, 17/12/25",GG_L6_WB_AHU,WB-AHU,21924.34
3805,"15, 17/12/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,36360.95
3806,"15, 17/12/25",GG_L1_DWS-SDP STK,DWS-Gudang,29135.62
3808,"15, 17/12/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,364507.58
3811,"15, 17/12/25",GG_L1_DWS-SDP LP,DWS-Gudang,20184.14
3815,"15, 17/12/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,44612.57
3816,"15, 17/12/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,39871.94
3818,"15, 17/12/25",GG_L2_R Panel-SDP PP,R Panel,134377.39
3820,"15, 17/12/25",GG_L2_R Panel-SDP DB UPS,R Panel,314275.47
3821,"15, 17/12/25",GG_L2_R Panel-SDP DB LED,R Panel,139431.38
3822,"15, 17/12/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,62438.97
3825,"15, 17/12/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,88947.7
3837,"16, 17/12/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,19383.67
3838,"16, 17/12/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,38708.36
3840,"16, 17/12/25",GG_L5_WB_AHU,WB-AHU,20594.42
3841,"16, 17/12/25",GG_L4_WT_AHU,WT-AHU,25093.26
3842,"16, 17/12/25",GG_L3_WT_AHU,WT-AHU,23003.51
3843,"16, 17/12/25",GG_L3_WB_AHU,WB-AHU,22664.64
3844,"16, 17/12/25",GG_L4_WB_AHU,WB-AHU,32319.36
3850,"16, 17/12/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,62355.01
3853,"16, 17/12/25",GG_L1_WT-B2B_AHU,WT B2B-AHU,
3855,"16, 17/12/25",GG_L6_WB_AHU,WB-AHU,21930.2
3862,"16, 17/12/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,36368.12
3863,"16, 17/12/25",GG_L1_DWS-SDP STK,DWS-Gudang,29142.76
3865,"16, 17/12/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,364517.84
3868,"16, 17/12/25",GG_L1_DWS-SDP LP,DWS-Gudang,20188.18
3872,"16, 17/12/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,44615.93
3873,"16, 17/12/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,39875.46
3875,"16, 17/12/25",GG_L2_R Panel-SDP PP,R Panel,134392.44
3876,"16, 17/12/25",GG_L2_R Panel-SDP DB UPS,R Panel,314304.25
3877,"16, 17/12/25",GG_L2_R Panel-SDP DB LED,R Panel,139442.6
3878,"16, 17/12/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,62454.11
3881,"16, 17/12/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,88964.93
3894,"17, 17/12/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,19386.67
3895,"17, 17/12/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,38715.06
3897,"17, 17/12/25",GG_L5_WB_AHU,WB-AHU,20600.69
3898,"17, 17/12/25",GG_L4_WT_AHU,WT-AHU,25095.28
3899,"17, 17/12/25",GG_L3_WT_AHU,WT-AHU,23005.72
3900,"17, 17/12/25",GG_L3_WB_AHU,WB-AHU,22670.67
3901,"17, 17/12/25",GG_L4_WB_AHU,WB-AHU,32327.16
3906,"17, 17/12/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,
3908,"17, 17/12/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,62366.57
3910,"17, 17/12/25",GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,
3913,"17, 17/12/25",GG_L6_WB_AHU,WB-AHU,21933.64
3920,"17, 17/12/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,36373.24
3921,"17, 17/12/25",GG_L1_DWS-SDP STK,DWS-Gudang,29150.19
3923,"17, 17/12/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,364530.17
3926,"17, 17/12/25",GG_L1_DWS-SDP LP,DWS-Gudang,20192.45
3930,"17, 17/12/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,44618.52
3931,"17, 17/12/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,39880.97
3933,"17, 17/12/25",GG_L2_R Panel-SDP PP,R Panel,
3935,"17, 17/12/25",GG_L2_R Panel-SDP DB UPS,R Panel,314361.22
3936,"17, 17/12/25",GG_L2_R Panel-SDP DB LED,R Panel,139456.66
3937,"17, 17/12/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,62474.91
3940,"17, 17/12/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,88980.48
3953,"18, 17/12/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,19387.08
3954,"18, 17/12/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,38715.9
3956,"18, 17/12/25",GG_L5_WB_AHU,WB-AHU,20603.62
3957,"18, 17/12/25",GG_L4_WT_AHU,WT-AHU,25095.28
3958,"18, 17/12/25",GG_L3_WT_AHU,WT-AHU,23005.72
3959,"18, 17/12/25",GG_L3_WB_AHU,WB-AHU,22674.79
3960,"18, 17/12/25",GG_L4_WB_AHU,WB-AHU,32332.35
3965,"18, 17/12/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,225167.36
3967,"18, 17/12/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,62370.01
3969,"18, 17/12/25",GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,
3972,"18, 17/12/25",GG_L6_WB_AHU,WB-AHU,21933.64
3979,"18, 17/12/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,36376.74
3980,"18, 17/12/25",GG_L1_DWS-SDP STK,DWS-Gudang,29156.68
3982,"18, 17/12/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,364544.88
3986,"18, 17/12/25",GG_L1_DWS-SDP LP,DWS-Gudang,20196.56
3990,"18, 17/12/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,44623.12
3991,"18, 17/12/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,39884.97
3993,"18, 17/12/25",GG_L2_R Panel-SDP PP,R Panel,134436.19
3995,"18, 17/12/25",GG_L2_R Panel-SDP DB UPS,R Panel,314383.8
3996,"18, 17/12/25",GG_L2_R Panel-SDP DB LED,R Panel,139470.38
3997,"18, 17/12/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,62492.16
4000,"18, 17/12/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,88993.7
4012,"19, 17/12/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,19387.08
4013,"19, 17/12/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,38715.9
4015,"19, 17/12/25",GG_L5_WB_AHU,WB-AHU,20603.62
4016,"19, 17/12/25",GG_L4_WT_AHU,WT-AHU,25095.28
4017,"19, 17/12/25",GG_L3_WT_AHU,WT-AHU,23005.72
4018,"19, 17/12/25",GG_L3_WB_AHU,WB-AHU,22674.84
4019,"19, 17/12/25",GG_L4_WB_AHU,WB-AHU,32332.5
4024,"19, 17/12/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,225201.3
4026,"19, 17/12/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,
4028,"19, 17/12/25",GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,169934.98
4030,"19, 17/12/25",GG_L1_WT-B2B_AHU,WT B2B-AHU,
4032,"19, 17/12/25",GG_L6_WB_AHU,WB-AHU,21933.64
4039,"19, 17/12/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,36381.55
4040,"19, 17/12/25",GG_L1_DWS-SDP STK,DWS-Gudang,29161.5
4042,"19, 17/12/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,364583.33
4045,"19, 17/12/25",GG_L1_DWS-SDP LP,DWS-Gudang,20200.8
4049,"19, 17/12/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,44626.63
4050,"19, 17/12/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,39888.58
4052,"19, 17/12/25",GG_L2_R Panel-SDP PP,R Panel,134455.44
4054,"19, 17/12/25",GG_L2_R Panel-SDP DB UPS,R Panel,314412.16
4055,"19, 17/12/25",GG_L2_R Panel-SDP DB LED,R Panel,
4056,"19, 17/12/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,62507.22
4059,"19, 17/12/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,89003.92
4072,"20, 17/12/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,19387.08
4073,"20, 17/12/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,38715.9
4075,"20, 17/12/25",GG_L5_WB_AHU,WB-AHU,20603.62
4076,"20, 17/12/25",GG_L4_WT_AHU,WT-AHU,25095.28
