No,DateTime,Device Name,Location,Energy Consumption (kWh)
959,29/12/25,GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,1870710.84
971,29/12/25,GG_L2_R Panel-SDP DB LED,R Panel,2283823.23
958,29/12/25,GG_L2_R Panel-SDP DB UPS,R Panel,3244717.78
931,29/12/25,GG_L2_R Panel-SDP PP,R Panel,1797098.23
952,29/12/25,GG_L3_DSO-SDP Server,DSO-R Monitoring,730561.35
963,29/12/25,GG_L3_DSO-SDP-LP-STK,DSO-R Panel,1371216
953,29/12/25,GG_L3_WB_AHU,WB-AHU,392222.76
940,29/12/25,GG_L3_WT_AHU,WT-AHU,467752.66
966,29/12/25,GG_L4_WB_AHU,WB-AHU,689201.19
927,29/12/25,GG_L4_WT_AHU,WT-AHU,586440.15
974,29/12/25,GG_L5_WB_AHU,WB-AHU,460513.18
925,29/12/25,GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,1336419.51
975,29/12/25,GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,778413.9
944,29/12/25,GG_L6_WB_AHU,WB-AHU,490723.71
1001,30/12/25,GG_L1_DWS-SDP LP,DWS-Gudang,496892.64
1040,30/12/25,GG_L1_DWS-SDP STK,DWS-Gudang,716368.16
1012,30/12/25,GG_L1_PED-SDP LP,BPP-SDP.AHU,1084884.47
1006,30/12/25,GG_L1_PED-SDP STK,BPP-SDP.AHU,736527.5
1027,30/12/25,GG_L1_WB-DWS_AHU,WB DWS-AHU,947503.87
1041,30/12/25,GG_L1_WT-B2B_AHU,WT B2B-AHU,19942.02
1014,30/12/25,GG_L1_WT-BPP_AHU,WT BPP-AHU,374962.09
1008,30/12/25,GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,7928766.64
1016,30/12/25,GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,524594.11
1043,30/12/25,GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,936436.19
1000,30/12/25,GG_L2_R Panel-SDP DB LED,R Panel,3003651.06
987,30/12/25,GG_L2_R Panel-SDP DB UPS,R Panel,2931077.78
1031,30/12/25,GG_L2_R Panel-SDP PP,R Panel,2493867.86
994,30/12/25,GG_L3_DSO-SDP Server,DSO-R Monitoring,686129.62
993,30/12/25,GG_L3_DSO-SDP-LP-STK,DSO-R Panel,1650098.72
1032,30/12/25,GG_L3_WB_AHU,WB-AHU,532111.72
1019,30/12/25,GG_L3_WT_AHU,WT-AHU,562898.5
988,30/12/25,GG_L4_WB_AHU,WB-AHU,724061.61
1007,30/12/25,GG_L4_WT_AHU,WT-AHU,588106.07
995,30/12/25,GG_L5_WB_AHU,WB-AHU,461794.17
992,30/12/25,GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,1084048.29
1028,30/12/25,GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,779778.2
998,30/12/25,GG_L6_WB_AHU,WB-AHU,514581.93
1096,31/12/25,GG_L1_DWS-SDP LP,DWS-Gudang,498312.43
1078,31/12/25,GG_L1_DWS-SDP STK,DWS-Gudang,718261.9
1074,31/12/25,GG_L1_PED-SDP LP,BPP-SDP.AHU,1471564.45
1055,31/12/25,GG_L1_PED-SDP STK,BPP-SDP.AHU,861102.62
1051,31/12/25,GG_L1_WB-DWS_AHU,WB DWS-AHU,870869.62
1106,31/12/25,GG_L1_WT-B2B_AHU,WT B2B-AHU,
1097,31/12/25,GG_L1_WT-BPP_AHU,WT BPP-AHU,435253.6
1104,31/12/25,GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,7951314.98
1105,31/12/25,GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,1226421.25
1075,31/12/25,GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,1406025.98
1061,31/12/25,GG_L2_R Panel-SDP DB LED,R Panel,3439626.18
1048,31/12/25,GG_L2_R Panel-SDP DB UPS,R Panel,5232207.44
1081,31/12/25,GG_L2_R Panel-SDP PP,R Panel,2082292.81
1101,31/12/25,GG_L3_DSO-SDP Server,DSO-R Monitoring,870857.29
1053,31/12/25,GG_L3_DSO-SDP-LP-STK,DSO-R Panel,1286364.84
1056,31/12/25,GG_L3_WB_AHU,WB-AHU,487219.35
1102,31/12/25,GG_L3_WT_AHU,WT-AHU,564466.7
1069,31/12/25,GG_L4_WB_AHU,WB-AHU,758936.88
1090,31/12/25,GG_L4_WT_AHU,WT-AHU,589787.16
1077,31/12/25,GG_L5_WB_AHU,WB-AHU,484036.52
1100,31/12/25,GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,1150446.97
1065,31/12/25,GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,855553.17
1093,31/12/25,GG_L6_WB_AHU,WB-AHU,493622.15
