No,Date Time,Device Name,Location,Energy Consumption (kWh)
326,"14, 01/11/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,323352
327,"14, 01/11/25",GG_L1_DWS-SDP LP,DWS-Gudang,18133.89
328,"14, 01/11/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,40602.34
329,"14, 01/11/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,35573.6
330,"14, 01/11/25",GG_L2_R Panel-SDP PP,R Panel,118936
331,"14, 01/11/25",GG_L2_R Panel-SDP DB UPS,R Panel,277466.09
332,"14, 01/11/25",GG_L2_R Panel-SDP DB LED,R Panel,124923.12
333,"14, 01/11/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,56608.7
334,"14, 01/11/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,77696.62
335,"15, 01/11/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,17555.98
336,"15, 01/11/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,34694.82
337,"15, 01/11/25",GG_L5_WB_AHU,WB-AHU,18505.68
338,"15, 01/11/25",GG_L4_WT_AHU,WT-AHU,22679.92
339,"15, 01/11/25",GG_L3_WT_AHU,WT-AHU,20676.44
340,"15, 01/11/25",GG_L3_WB_AHU,WB-AHU,20142.5
341,"15, 01/11/25",GG_L4_WB_AHU,WB-AHU,29198.16
342,"15, 01/11/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,203116.12
343,"15, 01/11/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,56472.75
344,"15, 01/11/25",GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,
345,"15, 01/11/25",GG_L1_WT-B2B_AHU,WT B2B-AHU,17744.58
346,"15, 01/11/25",GG_L6_WB_AHU,WB-AHU,19721.64
347,"15, 01/11/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,32777.78
348,"15, 01/11/25",GG_L1_DWS-SDP STK,DWS-Gudang,26178.21
349,"15, 01/11/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,323388.5
350,"15, 01/11/25",GG_L1_DWS-SDP LP,DWS-Gudang,18134.67
351,"15, 01/11/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,40605.92
352,"15, 01/11/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,35575.43
353,"15, 01/11/25",GG_L2_R Panel-SDP PP,R Panel,118958
354,"15, 01/11/25",GG_L2_R Panel-SDP DB UPS,R Panel,277498
355,"15, 01/11/25",GG_L2_R Panel-SDP DB LED,R Panel,124936.07
356,"15, 01/11/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,56609.26
357,"15, 01/11/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,77702.18
358,"16, 01/11/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,17555.98
359,"16, 01/11/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,34694.82
360,"16, 01/11/25",GG_L5_WB_AHU,WB-AHU,18505.68
361,"16, 01/11/25",GG_L4_WT_AHU,WT-AHU,22679.92
362,"16, 01/11/25",GG_L3_WT_AHU,WT-AHU,20676.44
363,"16, 01/11/25",GG_L3_WB_AHU,WB-AHU,20142.56
364,"16, 01/11/25",GG_L4_WB_AHU,WB-AHU,29198.16
365,"16, 01/11/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,
366,"16, 01/11/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,56475.48
367,"16, 01/11/25",GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,149762.73
368,"16, 01/11/25",GG_L1_WT-B2B_AHU,WT B2B-AHU,17744.58
369,"16, 01/11/25",GG_L6_WB_AHU,WB-AHU,19721.64
370,"16, 01/11/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,32779.4
371,"16, 01/11/25",GG_L1_DWS-SDP STK,DWS-Gudang,26179.11
372,"16, 01/11/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,323424.52
373,"16, 01/11/25",GG_L1_DWS-SDP LP,DWS-Gudang,18135.44
374,"16, 01/11/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,40609.36
375,"16, 01/11/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,35577.65
376,"16, 01/11/25",GG_L2_R Panel-SDP PP,R Panel,118973.56
377,"16, 01/11/25",GG_L2_R Panel-SDP DB UPS,R Panel,277535.52
378,"16, 01/11/25",GG_L2_R Panel-SDP DB LED,R Panel,124952.8
379,"16, 01/11/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,56610
380,"16, 01/11/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,77706.67
381,"17, 01/11/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,17555.98
382,"17, 01/11/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,34694.82
383,"17, 01/11/25",GG_L5_WB_AHU,WB-AHU,18505.68
384,"17, 01/11/25",GG_L4_WT_AHU,WT-AHU,22679.92
385,"17, 01/11/25",GG_L3_WT_AHU,WT-AHU,20676.44
386,"17, 01/11/25",GG_L3_WB_AHU,WB-AHU,20142.6
387,"17, 01/11/25",GG_L4_WB_AHU,WB-AHU,29198.16
388,"17, 01/11/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,56479.72
389,"17, 01/11/25",GG_L1_WT-B2B_AHU,WT B2B-AHU,17744.58
390,"17, 01/11/25",GG_L6_WB_AHU,WB-AHU,19721.64
391,"17, 01/11/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,32780.38
392,"17, 01/11/25",GG_L1_DWS-SDP STK,DWS-Gudang,26180.11
393,"17, 01/11/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,323463.31
394,"17, 01/11/25",GG_L1_DWS-SDP LP,DWS-Gudang,18136.38
395,"17, 01/11/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,40613.25
396,"17, 01/11/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,35579.87
397,"17, 01/11/25",GG_L2_R Panel-SDP PP,R Panel,118991.31
398,"17, 01/11/25",GG_L2_R Panel-SDP DB UPS,R Panel,277562.34
399,"17, 01/11/25",GG_L2_R Panel-SDP DB LED,R Panel,124965.85
400,"17, 01/11/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,56610.71
401,"17, 01/11/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,77712.29
402,"18, 01/11/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,17555.98
403,"18, 01/11/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,34694.82
404,"18, 01/11/25",GG_L5_WB_AHU,WB-AHU,18505.68
405,"18, 01/11/25",GG_L4_WT_AHU,WT-AHU,22679.92
406,"18, 01/11/25",GG_L3_WT_AHU,WT-AHU,20676.44
407,"18, 01/11/25",GG_L3_WB_AHU,WB-AHU,20142.64
408,"18, 01/11/25",GG_L4_WB_AHU,WB-AHU,29198.16
409,"18, 01/11/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,203294.98
410,"18, 01/11/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,56481.56
411,"18, 01/11/25",GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,149789.2
412,"18, 01/11/25",GG_L1_WT-B2B_AHU,WT B2B-AHU,17744.58
413,"18, 01/11/25",GG_L6_WB_AHU,WB-AHU,19721.64
414,"18, 01/11/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,32781.57
415,"18, 01/11/25",GG_L1_DWS-SDP STK,DWS-Gudang,26180.98
416,"18, 01/11/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,323489.42
417,"18, 01/11/25",GG_L1_DWS-SDP LP,DWS-Gudang,18137.29
418,"18, 01/11/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,
419,"18, 01/11/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,35581.89
420,"18, 01/11/25",GG_L2_R Panel-SDP PP,R Panel,119006.54
421,"18, 01/11/25",GG_L2_R Panel-SDP DB UPS,R Panel,277613.56
422,"18, 01/11/25",GG_L2_R Panel-SDP DB LED,R Panel,124979
423,"18, 01/11/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,56611.54
424,"18, 01/11/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,77717
425,"19, 01/11/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,17555.98
426,"19, 01/11/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,34694.82
427,"19, 01/11/25",GG_L5_WB_AHU,WB-AHU,18505.68
428,"19, 01/11/25",GG_L4_WT_AHU,WT-AHU,22679.92
429,"19, 01/11/25",GG_L3_WT_AHU,WT-AHU,20676.44
430,"19, 01/11/25",GG_L3_WB_AHU,WB-AHU,20142.69
431,"19, 01/11/25",GG_L4_WB_AHU,WB-AHU,29198.16
432,"19, 01/11/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,203382.14
433,"19, 01/11/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,56487.36
434,"19, 01/11/25",GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,149813.27
435,"19, 01/11/25",GG_L1_WT-B2B_AHU,WT B2B-AHU,
436,"19, 01/11/25",GG_L6_WB_AHU,WB-AHU,19721.64
437,"19, 01/11/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,32782.95
438,"19, 01/11/25",GG_L1_DWS-SDP STK,DWS-Gudang,26181.92
439,"19, 01/11/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,323534.16
440,"19, 01/11/25",GG_L1_DWS-SDP LP,DWS-Gudang,18138.04
441,"19, 01/11/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,40620
442,"19, 01/11/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,35584.45
443,"19, 01/11/25",GG_L2_R Panel-SDP PP,R Panel,119022.73
444,"19, 01/11/25",GG_L2_R Panel-SDP DB UPS,R Panel,277639.25
445,"19, 01/11/25",GG_L2_R Panel-SDP DB LED,R Panel,124992.49
446,"19, 01/11/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,56612.12
447,"19, 01/11/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,77722.06
448,"20, 01/11/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,17555.98
449,"20, 01/11/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,
450,"20, 01/11/25",GG_L5_WB_AHU,WB-AHU,18505.68
451,"20, 01/11/25",GG_L4_WT_AHU,WT-AHU,22679.92
452,"20, 01/11/25",GG_L3_WT_AHU,WT-AHU,20676.44
453,"20, 01/11/25",GG_L3_WB_AHU,WB-AHU,20142.76
454,"20, 01/11/25",GG_L4_WB_AHU,WB-AHU,29198.16
455,"20, 01/11/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,56490.08
456,"20, 01/11/25",GG_L1_WT-B2B_AHU,WT B2B-AHU,17744.58
457,"20, 01/11/25",GG_L6_WB_AHU,WB-AHU,19721.64
458,"20, 01/11/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,32784.1
459,"20, 01/11/25",GG_L1_DWS-SDP STK,DWS-Gudang,26182.86
460,"20, 01/11/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,323560.66
461,"20, 01/11/25",GG_L1_DWS-SDP LP,DWS-Gudang,18138.81
462,"20, 01/11/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,
463,"20, 01/11/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,35586.34
464,"20, 01/11/25",GG_L2_R Panel-SDP PP,R Panel,119040.96
465,"20, 01/11/25",GG_L2_R Panel-SDP DB UPS,R Panel,
466,"20, 01/11/25",GG_L2_R Panel-SDP DB LED,R Panel,125005.13
467,"20, 01/11/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,56612.58
468,"20, 01/11/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,77727
469,"21, 01/11/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,17555.98
470,"21, 01/11/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,34694.82
471,"21, 01/11/25",GG_L5_WB_AHU,WB-AHU,18505.68
472,"21, 01/11/25",GG_L4_WT_AHU,WT-AHU,22679.92
473,"21, 01/11/25",GG_L3_WT_AHU,WT-AHU,20676.44
474,"21, 01/11/25",GG_L3_WB_AHU,WB-AHU,20142.8
475,"21, 01/11/25",GG_L4_WB_AHU,WB-AHU,29198.16
476,"21, 01/11/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,203458.23
477,"21, 01/11/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,56493.31
478,"21, 01/11/25",GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,
479,"21, 01/11/25",GG_L1_WT-B2B_AHU,WT B2B-AHU,17744.58
480,"21, 01/11/25",GG_L6_WB_AHU,WB-AHU,19721.64
481,"21, 01/11/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,32785.51
482,"21, 01/11/25",GG_L1_DWS-SDP STK,DWS-Gudang,26183.75
483,"21, 01/11/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,323591.5
484,"21, 01/11/25",GG_L1_DWS-SDP LP,DWS-Gudang,18139.61
485,"21, 01/11/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,40627.48
486,"21, 01/11/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,35588.27
487,"21, 01/11/25",GG_L2_R Panel-SDP PP,R Panel,119062.21
488,"21, 01/11/25",GG_L2_R Panel-SDP DB UPS,R Panel,277693.47
489,"21, 01/11/25",GG_L2_R Panel-SDP DB LED,R Panel,125017.33
490,"21, 01/11/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,56613.28
491,"21, 01/11/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,77731.98
492,"22, 01/11/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,17555.98
493,"22, 01/11/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,34694.82
494,"22, 01/11/25",GG_L5_WB_AHU,WB-AHU,18505.68
495,"22, 01/11/25",GG_L4_WT_AHU,WT-AHU,22679.92
496,"22, 01/11/25",GG_L3_WT_AHU,WT-AHU,20676.44
497,"22, 01/11/25",GG_L3_WB_AHU,WB-AHU,20142.85
498,"22, 01/11/25",GG_L4_WB_AHU,WB-AHU,29198.16
499,"22, 01/11/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,
500,"22, 01/11/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,56497.05
501,"22, 01/11/25",GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,149851.48
502,"22, 01/11/25",GG_L1_WT-B2B_AHU,WT B2B-AHU,
503,"22, 01/11/25",GG_L6_WB_AHU,WB-AHU,19721.64
504,"22, 01/11/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,32786.93
505,"22, 01/11/25",GG_L1_DWS-SDP STK,DWS-Gudang,26184.65
506,"22, 01/11/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,323623.41
507,"22, 01/11/25",GG_L1_DWS-SDP LP,DWS-Gudang,18140.36
508,"22, 01/11/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,40629.88
509,"22, 01/11/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,35590.49
510,"22, 01/11/25",GG_L2_R Panel-SDP PP,R Panel,119080.63
511,"22, 01/11/25",GG_L2_R Panel-SDP DB UPS,R Panel,277753.41
512,"22, 01/11/25",GG_L2_R Panel-SDP DB LED,R Panel,125030.31
513,"22, 01/11/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,56613.68
514,"22, 01/11/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,77737.52
515,"23, 01/11/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,17555.98
516,"23, 01/11/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,34694.82
517,"23, 01/11/25",GG_L5_WB_AHU,WB-AHU,18505.68
518,"23, 01/11/25",GG_L4_WT_AHU,WT-AHU,22679.92
519,"23, 01/11/25",GG_L3_WT_AHU,WT-AHU,20676.44
520,"23, 01/11/25",GG_L3_WB_AHU,WB-AHU,20142.89
521,"23, 01/11/25",GG_L4_WB_AHU,WB-AHU,
522,"23, 01/11/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,56500.42
523,"23, 01/11/25",GG_L1_WT-B2B_AHU,WT B2B-AHU,
524,"23, 01/11/25",GG_L6_WB_AHU,WB-AHU,19721.64
525,"23, 01/11/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,32788.5
526,"23, 01/11/25",GG_L1_DWS-SDP STK,DWS-Gudang,26185.61
527,"23, 01/11/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,323652.2
528,"23, 01/11/25",GG_L1_DWS-SDP LP,DWS-Gudang,18141.14
529,"23, 01/11/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,40634.83
530,"23, 01/11/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,35592.8
531,"23, 01/11/25",GG_L2_R Panel-SDP PP,R Panel,119092.11
532,"23, 01/11/25",GG_L2_R Panel-SDP DB UPS,R Panel,277773.41
533,"23, 01/11/25",GG_L2_R Panel-SDP DB LED,R Panel,125043.88
534,"23, 01/11/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,56614.6
535,"23, 01/11/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,77743.09
536,"00, 02/11/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,17555.98
537,"00, 02/11/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,34694.82
538,"00, 02/11/25",GG_L5_WB_AHU,WB-AHU,18505.68
539,"00, 02/11/25",GG_L4_WT_AHU,WT-AHU,22679.92
540,"00, 02/11/25",GG_L3_WT_AHU,WT-AHU,20676.44
541,"00, 02/11/25",GG_L3_WB_AHU,WB-AHU,20142.95
542,"00, 02/11/25",GG_L4_WB_AHU,WB-AHU,29198.16
543,"00, 02/11/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,203576.62
544,"00, 02/11/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,56504.7
545,"00, 02/11/25",GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,149874.08
546,"00, 02/11/25",GG_L1_WT-B2B_AHU,WT B2B-AHU,
547,"00, 02/11/25",GG_L6_WB_AHU,WB-AHU,19721.64
548,"00, 02/11/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,32789.41
549,"00, 02/11/25",GG_L1_DWS-SDP STK,DWS-Gudang,26186.53
550,"00, 02/11/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,323686.73
551,"00, 02/11/25",GG_L1_DWS-SDP LP,DWS-Gudang,18141.94
552,"00, 02/11/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,40639.6
553,"00, 02/11/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,35595.5
554,"00, 02/11/25",GG_L2_R Panel-SDP PP,R Panel,119100.02
555,"00, 02/11/25",GG_L2_R Panel-SDP DB UPS,R Panel,
556,"00, 02/11/25",GG_L2_R Panel-SDP DB LED,R Panel,125054.84
557,"00, 02/11/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,56615.05
558,"00, 02/11/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,77748.31
559,"01, 02/11/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,17555.98
560,"01, 02/11/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,34694.82
561,"01, 02/11/25",GG_L5_WB_AHU,WB-AHU,18505.68
562,"01, 02/11/25",GG_L4_WT_AHU,WT-AHU,22679.92
563,"01, 02/11/25",GG_L3_WT_AHU,WT-AHU,20676.44
564,"01, 02/11/25",GG_L3_WB_AHU,WB-AHU,20143
565,"01, 02/11/25",GG_L4_WB_AHU,WB-AHU,29198.16
566,"01, 02/11/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,
567,"01, 02/11/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,56506.17
568,"01, 02/11/25",GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,
569,"01, 02/11/25",GG_L1_WT-B2B_AHU,WT B2B-AHU,17744.58
570,"01, 02/11/25",GG_L6_WB_AHU,WB-AHU,19721.64
571,"01, 02/11/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,32790.81
572,"01, 02/11/25",GG_L1_DWS-SDP STK,DWS-Gudang,26187.39
573,"01, 02/11/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,323707.16
574,"01, 02/11/25",GG_L1_DWS-SDP LP,DWS-Gudang,18142.69
575,"01, 02/11/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,40641.41
576,"01, 02/11/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,35597.38
577,"01, 02/11/25",GG_L2_R Panel-SDP PP,R Panel,119104.52
578,"01, 02/11/25",GG_L2_R Panel-SDP DB UPS,R Panel,277836.83
579,"01, 02/11/25",GG_L2_R Panel-SDP DB LED,R Panel,125066.61
580,"01, 02/11/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,56615.64
581,"01, 02/11/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,77752.81
582,"02, 02/11/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,17555.98
583,"02, 02/11/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,34694.82
584,"02, 02/11/25",GG_L5_WB_AHU,WB-AHU,18505.68
585,"02, 02/11/25",GG_L4_WT_AHU,WT-AHU,22679.92
586,"02, 02/11/25",GG_L3_WT_AHU,WT-AHU,20676.44
587,"02, 02/11/25",GG_L3_WB_AHU,WB-AHU,20143.04
588,"02, 02/11/25",GG_L4_WB_AHU,WB-AHU,29198.16
589,"02, 02/11/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,56509.5
590,"02, 02/11/25",GG_L1_WT-B2B_AHU,WT B2B-AHU,17744.58
591,"02, 02/11/25",GG_L6_WB_AHU,WB-AHU,19721.64
592,"02, 02/11/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,32792.34
593,"02, 02/11/25",GG_L1_DWS-SDP STK,DWS-Gudang,26188.39
594,"02, 02/11/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,323734.39
595,"02, 02/11/25",GG_L1_DWS-SDP LP,DWS-Gudang,18143.47
596,"02, 02/11/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,40645.13
597,"02, 02/11/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,35599.3
598,"02, 02/11/25",GG_L2_R Panel-SDP PP,R Panel,119110.11
599,"02, 02/11/25",GG_L2_R Panel-SDP DB UPS,R Panel,277865.33
600,"02, 02/11/25",GG_L2_R Panel-SDP DB LED,R Panel,125078.28
601,"02, 02/11/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,56616.52
602,"02, 02/11/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,77757.29
603,"03, 02/11/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,17555.98
604,"03, 02/11/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,34694.82
605,"03, 02/11/25",GG_L5_WB_AHU,WB-AHU,18505.68
606,"03, 02/11/25",GG_L4_WT_AHU,WT-AHU,22679.92
607,"03, 02/11/25",GG_L3_WT_AHU,WT-AHU,20676.44
608,"03, 02/11/25",GG_L3_WB_AHU,WB-AHU,20143.1
609,"03, 02/11/25",GG_L4_WB_AHU,WB-AHU,29198.16
610,"03, 02/11/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,56512.99
611,"03, 02/11/25",GG_L1_WT-B2B_AHU,WT B2B-AHU,17744.58
612,"03, 02/11/25",GG_L6_WB_AHU,WB-AHU,19721.64
613,"03, 02/11/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,32793.41
614,"03, 02/11/25",GG_L1_DWS-SDP STK,DWS-Gudang,26189.29
615,"03, 02/11/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,323761.81
616,"03, 02/11/25",GG_L1_DWS-SDP LP,DWS-Gudang,18144.25
617,"03, 02/11/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,40647.82
618,"03, 02/11/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,35601.4
619,"03, 02/11/25",GG_L2_R Panel-SDP PP,R Panel,119114.85
620,"03, 02/11/25",GG_L2_R Panel-SDP DB UPS,R Panel,277905.56
621,"03, 02/11/25",GG_L2_R Panel-SDP DB LED,R Panel,125088.4
622,"03, 02/11/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,56616.83
623,"03, 02/11/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,77761.25
624,"04, 02/11/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,17555.98
625,"04, 02/11/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,34694.82
626,"04, 02/11/25",GG_L5_WB_AHU,WB-AHU,18505.68
627,"04, 02/11/25",GG_L4_WT_AHU,WT-AHU,22679.92
628,"04, 02/11/25",GG_L3_WT_AHU,WT-AHU,20676.44
629,"04, 02/11/25",GG_L3_WB_AHU,WB-AHU,20143.16
630,"04, 02/11/25",GG_L4_WB_AHU,WB-AHU,29198.16
631,"04, 02/11/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,
632,"04, 02/11/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,56515.8
633,"04, 02/11/25",GG_L1_WT-B2B_AHU,WT B2B-AHU,17744.58
634,"04, 02/11/25",GG_L6_WB_AHU,WB-AHU,19721.64
635,"04, 02/11/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,32794.46
636,"04, 02/11/25",GG_L1_DWS-SDP STK,DWS-Gudang,26190.18
637,"04, 02/11/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,323793.45
638,"04, 02/11/25",GG_L1_DWS-SDP LP,DWS-Gudang,18145.21
639,"04, 02/11/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,40651.4
640,"04, 02/11/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,35603.8
641,"04, 02/11/25",GG_L2_R Panel-SDP PP,R Panel,119118.98
642,"04, 02/11/25",GG_L2_R Panel-SDP DB UPS,R Panel,277939.28
643,"04, 02/11/25",GG_L2_R Panel-SDP DB LED,R Panel,125102.6
644,"04, 02/11/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,56617.48
645,"04, 02/11/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,
646,"05, 02/11/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,17555.98
647,"05, 02/11/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,34694.82
648,"05, 02/11/25",GG_L5_WB_AHU,WB-AHU,18505.68
649,"05, 02/11/25",GG_L4_WT_AHU,WT-AHU,22679.92
650,"05, 02/11/25",GG_L3_WT_AHU,WT-AHU,20676.44
651,"05, 02/11/25",GG_L3_WB_AHU,WB-AHU,20143.19
652,"05, 02/11/25",GG_L4_WB_AHU,WB-AHU,29198.16
653,"05, 02/11/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,56519.16
